"id_posizione";"start";"stop"
402;256;266
403;172;236
404;269;383
405;255;322
406;2051;2085
407;44;116
408;49;108
409;384;488
410;287;359
411;476;486
412;258;323
413;292;351
414;488;609
415;439;529
416;500;582
417;80;160
418;557;592
419;114;142
420;148;158
421;46;672
422;152;180
423;153;181
424;191;219
425;161;269
426;257;267
427;1;19
428;270;384
429;373;402
430;21;104
431;385;489
432;21;104
433;375;397
434;111;194
435;111;194
436;201;284
437;489;607
438;201;284
439;147;245
440;292;375
441;233;243
442;292;375
443;403;432
444;246;363
445;405;427
446;433;457
447;435;455
448;52;72
449;98;117
450;3;133
451;351;361
452;391;626
453;430;435
454;572;583
455;364;477
456;135;171
457;25;258
458;478;585
459;214;274
460;61;66
461;573;583
462;281;377
463;584;702
464;207;218
465;402;655
466;58;126
467;84;127
468;408;430
469;114;124
470;85;129
471;127;340
472;127;165
473;128;165
474;328;338
475;341;449
476;517;529
477;451;566
478;62;226
479;471;481
480;693;728
481;230;314
482;1;406
483;567;667
484;693;728
485;152;168
486;838;1108
487;1007;1015
488;2121;2198
489;655;665
490;1518;1661
491;2151;2166
492;681;777
493;40;435
494;557;632
495;79;159
496;108;124
497;147;157
498;560;586
499;27;80
500;160;268
501;84;120
502;669;900
503;256;266
504;96;119
505;269;383
506;124;456
507;384;488
508;19;91
509;98;144
510;99;144
511;310;570
512;316;336
513;425;437
514;292;303
515;476;486
516;475;486
517;488;605
518;500;549
519;6;295
520;31;76
521;569;628
522;12;35
523;51;60
524;136;148
525;629;690
526;122;168
527;713;728
528;1724;1759
529;1739;1774
530;253;430
531;16;51
532;145;172
533;398;565
534;142;182
535;170;181
536;1;178
537;1;178
538;29;41
539;19;317
540;507;695
541;63;98
542;746;805
543;76;88
544;107;142
545;120;132
546;151;186
547;164;176
548;195;230
549;267;325
550;208;220
551;366;420
552;427;481
553;482;548
554;13;300
555;590;763
556;19;43
557;83;97
558;779;944
559;141;153
560;54;138
561;16;130
562;1262;1449
563;72;96
564;1;170
565;148;395
566;89;142
567;383;398
568;161;235
569;660;675
570;13;138
571;9;161
572;69;101
573;368;419
574;102;128
575;72;125
576;98;113
577;143;208
578;130;138
579;208;220
580;225;237
581;242;254
582;184;244
583;414;417
584;219;242
585;153;168
586;116;123
587;187;195
588;171;231
589;276;288
590;293;305
591;331;343
592;43;167
593;206;229
594;282;345
595;35;85
596;108;122
597;86;137
598;154;165
599;92;103
600;183;277
601;124;134
602;2;80
603;138;190
604;100;177
605;177;187
606;232;364
607;191;258
608;259;312
609;347;396
610;299;309
611;87;99
612;140;150
613;280;289
614;284;305
615;304;318
616;642;663
617;351;362
618;313;363
619;389;478
620;364;417
621;1;92
622;673;694
623;726;755
624;1254;1275
625;1360;1390
626;1362;1385
627;1401;1423
628;404;414
629;159;291
630;272;364
631;224;238
632;318;338
633;389;452
634;409;429
635;278;289
636;493;663
637;792;943
638;1403;1423
639;1431;1452
640;1545;1576
641;261;353
642;307;327
643;378;456
644;413;433
645;496;666
646;1547;1569
647;1596;1625
648;1598;1620
649;1983;2011
650;795;946
651;1985;2006
652;2143;2203
653;379;426
654;2178;2201
655;382;423
656;2240;2300
657;420;500
658;2328;2357
659;2530;2552
660;456;503
661;536;593
662;631;667
663;649;668
664;2532;2552
665;748;932
666;2639;2699
667;878;887
668;2674;2697
669;1064;1229
670;2711;2741
671;370;417
672;2713;2734
673;373;414
674;2944;3004
675;3026;3048
676;3531;3553
677;31;90
678;213;264
679;219;233
680;449;496
681;1940;2566
682;452;493
683;529;586
684;543;563
685;622;657
686;2686;2998
687;640;659
688;738;922
689;2716;2730
690;868;877
691;1054;1203
692;35;56
693;435;444
694;47;495
695;116;132
696;155;169
697;57;67
698;600;666
699;697;755
700;688;775
701;631;695
702;741;799
703;778;866
704;869;957
705;958;1051
706;1054;1229
707;2876;2929
708;2907;2925
709;304;620
710;1577;1805
711;310;334
712;427;439
713;27;117
714;140;316
715;537;683
716;686;828
717;336;426
718;833;972
719;440;616
720;634;722
721;725;816
722;817;905
723;907;998
724;999;1087
725;1089;1179
726;1199;1371
727;1387;1476
728;979;1124
729;1477;1567
730;1128;1269
731;1568;1658
732;1274;1420
733;1659;1754
734;1755;1849
735;1850;1935
736;1936;2026
737;2027;2117
738;2118;2206
739;2207;2294
740;2323;2496
741;1423;1566
742;200;229
743;202;224
744;52;73
745;230;259
746;75;96
747;232;254
748;98;120
749;260;283
750;121;143
751;262;282
752;56;304
753;123;139
754;219;404
755;47;297
756;551;743
757;114;130
758;582;596
759;712;719
760;1093;1284
761;1124;1138
762;1253;1260
763;1355;1500
764;41;101
765;102;163
766;164;234
767;75;326
768;236;293
769;295;355
770;142;158
771;356;418
772;57;316
773;419;489
774;491;551
775;125;141
776;552;613
777;348;454
778;375;391
779;614;684
780;413;436
781;686;743
782;41;131
783;137;223
784;745;805
785;156;162
786;806;868
787;869;939
788;941;1001
789;1002;1063
790;1064;1134
791;1136;1193
792;1195;1255
793;241;326
794;1256;1318
795;1319;1389
796;331;407
797;1394;1454
798;413;500
799;1455;1516
800;1517;1587
801;1589;1646
802;1648;1708
803;1709;1771
804;1772;1842
805;1846;1906
806;1907;1967
807;87;146
808;269;320
809;275;289
810;123;137
811;347;433
812;587;666
813;1103;1175
814;1108;1167
815;1323;1700
816;1702;1750
817;1707;1732
818;1765;1846
819;23;224
820;113;120
821;38;152
822;159;254
823;181;226
824;259;351
825;279;325
826;21;85
827;203;290
828;402;502
829;582;910
830;588;616
831;641;654
832;774;786
833;134;165
834;220;320
835;125;230
836;233;332
837;334;430
838;504;601
839;412;463
840;606;704
841;431;528
842;709;806
843;530;623
844;811;906
845;79;112
846;907;1000
847;191;208
848;38;96
849;17;285
850;23;46
851;132;144
852;9;277
853;15;38
854;124;136
855;58;95
856;39;324
857;45;68
858;1229;1464
859;152;164
860;1133;1366
861;109;140
862;32;90
863;34;146
864;52;89
865;150;245
866;1253;1487
867;172;217
868;251;347
869;270;315
870;3089;3125
871;3113;3124
872;3113;3124
873;3127;3151
874;30;89
875;3127;3163
876;50;88
877;3142;3153
878;331;395
879;3151;3162
880;3176;3290
881;19;97
882;3265;3289
883;114;187
884;3294;3354
885;29;192
886;282;405
887;345;359
888;202;380
889;392;403
890;428;523
891;553;645
892;1232;1466
893;662;764
894;783;878
895;898;989
896;430;468
897;1018;1110
898;50;178
899;1126;1216
900;1238;1337
901;1300;1309
902;1356;1449
903;1445;1669
904;1473;1563
905;1489;1712
906;1581;1679
907;1704;1803
908;1609;1837
909;39;213
910;120;215
911;1832;1924
912;515;551
913;242;419
914;1941;2029
915;445;620
916;515;551
917;639;816
918;2038;2147
919;171;266
920;837;1009
921;178;198
922;1029;1205
923;177;197
924;151;191
925;193;236
926;556;592
927;1233;1404
928;556;592
929;47;351
930;235;277
931;277;319
932;319;362
933;400;442
934;1436;1609
935;1639;1812
936;1838;2024
937;381;420
938;2402;2581
939;396;405
940;2619;2815
941;856;895
942;2991;3085
943;442;484
944;35;343
945;3112;3162
946;489;532
947;373;412
948;3140;3158
949;594;636
950;388;397
951;38;211
952;408;445
953;931;970
954;451;494
955;97;103
956;71;390
957;234;329
958;140;156
959;710;747
960;330;416
961;592;625
962;417;507
963;636;679
964;892;929
965;133;144
966;276;286
967;56;87
968;293;312
969;510;597
970;57;88
971;600;687
972;145;176
973;184;291
974;542;629
975;185;285
976;934;1021
977;185;292
978;149;177
979;33;131
980;68;106
981;1117;1204
982;1242;1302
983;1277;1300
984;48;293
985;69;106
986;115;131
987;107;149
988;18;134
989;244;281
990;141;228
991;153;198
992;253;286
993;492;535
994;100;230
995;131;147
996;69;97
997;592;950
998;100;274
999;220;228
1000;287;448
1001;147;313
1002;593;608
1003;255;264
1004;432;441
1005;338;518
1006;428;437
1007;428;437
1008;84;449
1009;428;437
1010;769;1171
1011;430;439
1012;1194;1222
1013;450;459
1014;98;464
1015;446;455
1016;630;656
1017;628;1028
1018;745;757
1019;1051;1081
1020;8;60
1021;913;976
1022;84;142
1023;29;207
1024;164;243
1025;183;203
1026;244;264
1027;249;317
1028;257;270
1029;374;561
1030;325;435
1031;409;426
1032;436;531
1033;98;185
1034;621;882
1035;193;280
1036;627;653
1037;367;377
1038;421;502
1039;742;754
1040;536;606
1041;911;975
1042;37;169
1043;680;855
1044;712;729
1045;110;145
1046;30;209
1047;123;135
1048;131;218
1049;185;205
1050;226;313
1051;155;190
1052;247;267
1053;386;467
1054;328;439
1055;501;571
1056;440;537
1057;627;802
1058;659;676
1059;621;882
1060;168;180
1061;6;60
1062;627;653
1063;61;118
1064;205;253
1065;742;754
1066;137;218
1067;206;253
1068;911;975
1069;226;296
1070;1;31
1071;269;319
1072;385;570
1073;60;238
1074;270;321
1075;214;234
1076;420;437
1077;276;296
1078;15;119
1079;289;302
1080;17;26
1081;357;467
1082;91;115
1083;468;562
1084;134;240
1085;675;936
1086;3055;3088
1087;681;707
1088;3061;3086
1089;796;808
1090;372;506
1091;965;1029
1092;149;184
1093;32;210
1094;186;206
1095;162;174
1096;250;270
1097;194;229
1098;207;219
1099;263;276
1100;244;294
1101;331;441
1102;245;294
1103;442;537
1104;3308;3364
1105;309;358
1106;633;894
1107;3313;3340
1108;639;665
1109;2120;2130
1110;754;766
1111;4093;4100
1112;923;987
1113;318;615
1114;19;201
1115;28;294
1116;177;197
1117;309;360
1118;240;260
1119;253;267
1120;322;432
1121;433;528
1122;434;568
1123;619;882
1124;625;651
1125;450;463
1126;740;752
1127;670;683
1128;911;975
1129;231;241
1130;17;202
1131;57;66
1132;305;323
1133;519;625
1134;178;198
1135;653;744
1136;2;87
1137;239;260
1138;16;109
1139;20;38
1140;253;268
1141;646;692
1142;323;432
1143;11;135
1144;436;529
1145;755;880
1146;139;229
1147;615;899
1148;234;326
1149;621;647
1150;736;748
1151;907;971
1152;33;237
1153;213;233
1154;286;306
1155;972;1100
1156;299;314
1157;1139;1599
1158;369;486
1159;1218;1230
1160;487;582
1161;1574;1592
1162;670;919
1163;292;350
1164;956;1012
1165;482;614
1166;191;253
1167;634;912
1168;197;237
1169;702;714
1170;204;215
1171;225;283
1172;749;805
1173;423;555
1174;760;788
1175;575;853
1176;822;878
1177;643;655
1178;833;861
1179;8;69
1180;900;956
1181;423;607
1182;911;939
1183;1211;1622
1184;1056;1296
1185;69;100
1186;15;104
1187;944;976
1188;48;83
1189;978;1007
1190;128;216
1191;986;997
1192;102;123
1193;525;720
1194;46;383
1195;331;416
1196;160;195
1197;116;132
1198;173;185
1199;57;359
1200;223;258
1201;126;142
1202;224;314
1203;135;242
1204;230;240
1205;236;248
1206;431;524
1207;243;354
1208;262;292
1209;530;620
1210;342;352
1211;851;870
1212;355;476
1213;625;718
1214;877;896
1215;472;577
1216;720;987
1217;728;821
1218;565;575
1219;726;753
1220;575;672
1221;846;942
1222;841;853
1223;136;243
1224;947;1044
1225;1011;1023
1226;14;145
1227;709;966
1228;84;117
1229;718;985
1230;724;751
1231;839;851
1232;231;241
1233;7;283
1234;244;355
1235;40;624
1236;229;238
1237;343;353
1238;327;488
1239;387;396
1240;356;475
1241;542;702
1242;472;577
1243;643;1222
1244;70;84
1245;565;575
1246;780;794
1247;985;994
1248;594;676
1249;519;695
1250;136;243
1251;48;79
1252;843;1002
1253;231;241
1254;27;107
1255;244;355
1256;29;37
1257;343;353
1258;73;88
1259;356;475
1260;113;199
1261;472;577
1262;48;90
1263;311;391
1264;565;575
1265;313;321
1266;594;685
1267;238;280
1268;70;157
1269;357;372
1270;145;155
1271;238;325
1272;41;70
1273;158;269
1274;92;144
1275;257;267
1276;742;842
1277;270;385
1278;182;257
1279;386;498
1280;185;211
1281;1000;1015
1282;311;547
1283;458;515
1284;125;200
1285;168;189
1286;128;154
1287;258;272
1288;192;213
1289;238;258
1290;259;280
1291;238;294
1292;243;270
1293;151;168
1294;14;94
1295;233;457
1296;95;171
1297;268;283
1298;51;136
1299;411;472
1300;335;415
1301;99;162
1302;23;144
1303;337;345
1304;180;208
1305;172;313
1306;381;396
1307;211;403
1308;237;291
1309;335;415
1310;255;265
1311;345;353
1312;337;345
1313;414;575
1314;381;396
1315;94;122
1316;35;116
1317;37;45
1318;82;97
1319;341;421
1320;343;351
1321;68;187
1322;125;300
1323;387;402
1324;244;387
1325;308;368
1326;18;139
1327;203;346
1328;246;254
1329;267;327
1330;328;475
1331;159;479
1332;96;124
1333;165;188
1334;283;295
1335;127;298
1336;161;170
1337;244;252
1338;308;468
1339;48;308
1340;368;448
1341;1103;1113
1342;117;133
1343;370;378
1344;2856;2870
1345;176;251
1346;414;429
1347;2882;2965
1348;266;354
1349;40;124
1350;2924;2965
1351;452;641
1352;339;420
1353;589;614
1354;386;401
1355;62;311
1356;78;190
1357;130;146
1358;209;237
1359;66;311
1360;263;290
1361;3;71
1362;134;150
1363;265;285
1364;118;386
1365;180;252
1366;291;318
1367;187;203
1368;293;313
1369;633;667
1370;319;347
1371;794;858
1372;321;342
1373;5;242
1374;348;375
1375;398;564
1376;350;370
1377;506;515
1378;376;403
1379;636;809
1380;378;398
1381;405;432
1382;912;939
1383;61;76
1384;153;161
1385;270;281
1386;17;362
1387;914;934
1388;58;73
1389;712;979
1390;940;968
1391;942;963
1392;2919;3023
1393;3011;3021
1394;718;745
1395;3024;3125
1396;833;845
1397;3113;3123
1398;338;367
1399;969;996
1400;3126;3230
1401;340;362
1402;971;991
1403;3218;3228
1404;413;470
1405;3231;3335
1406;361;447
1407;3323;3333
1408;518;549
1409;522;543
1410;3336;3440
1411;368;395
1412;370;390
1413;396;423
1414;398;418
1415;340;369
1416;3428;3438
1417;446;454
1418;3441;3545
1419;504;606
1420;3561;3647
1421;613;728
1422;342;364
1423;3790;3827
1424;503;605
1425;3829;4009
1426;370;397
1427;612;727
1428;4013;4050
1429;372;392
1430;304;324
1431;4038;4049
1432;398;425
1433;1880;1900
1434;400;420
1435;4052;4088
1436;4076;4087
1437;275;304
1438;277;299
1439;4089;4125
1440;1907;2061
1441;4113;4124
1442;1947;1980
1443;4113;4124
1444;305;332
1445;4127;4151
1446;307;327
1447;4127;4163
1448;4142;4153
1449;2045;2061
1450;4151;4162
1451;34;148
1452;2066;2221
1453;333;360
1454;149;256
1455;2111;2140
1456;335;355
1457;363;458
1458;2205;2221
1459;22;96
1460;459;564
1461;323;343
1462;41;63
1463;565;669
1464;705;725
1465;28;206
1466;716;820
1467;182;202
1468;247;267
1469;808;818
1470;821;925
1471;913;923
1472;926;1032
1473;1033;1137
1474;260;273
1475;1125;1135
1476;328;432
1477;1138;1242
1478;438;529
1479;2013;2033
1480;1230;1240
1481;2040;2188
1482;1243;1334
1483;2080;2107
1484;1350;1448
1485;2172;2188
1486;1449;1555
1487;613;875
1488;1556;1660
1489;1661;1758
1490;1746;1756
1491;1759;1872
1492;1969;2070
1493;2058;2068
1494;2071;2171
1495;2172;2272
1496;619;646
1497;2260;2270
1498;735;747
1499;2193;2345
1500;2273;2379
1501;904;968
1502;2237;2266
1503;2367;2377
1504;2329;2345
1505;2380;2481
1506;39;359
1507;2482;2585
1508;425;683
1509;2573;2583
1510;431;457
1511;2586;2691
1512;545;557
1513;32;60
1514;2692;2797
1515;63;234
1516;240;300
1517;2785;2795
1518;180;188
1519;390;437
1520;2798;2906
1521;2894;2904
1522;2907;3011
1523;2999;3009
1524;393;434
1525;3012;3113
1526;3101;3111
1527;245;406
1528;2867;2918
1529;3114;3218
1530;33;61
1531;2870;2885
1532;3219;3321
1533;2870;2915
1534;3322;3426
1535;3414;3424
1536;3427;3531
1537;64;235
1538;3532;3642
1539;3773;3944
1540;181;189
1541;2944;3014
1542;246;407
1543;3947;3984
1544;2949;3006
1545;48;55
1546;3972;3983
1547;36;69
1548;36;69
1549;3986;4022
1550;77;110
1551;4010;4021
1552;4010;4021
1553;19;256
1554;445;480
1555;59;64
1556;445;480
1557;77;110
1558;200;211
1559;488;519
1560;243;252
1561;112;144
1562;488;519
1563;39;117
1564;112;144
1565;521;553
1566;199;214
1567;521;553
1568;216;242
1569;604;629
1570;262;288
1571;604;645
1572;308;334
1573;620;631
1574;125;205
1575;629;644
1576;276;354
1577;702;717
1578;20;98
1579;719;745
1580;308;342
1581;106;186
1582;764;790
1583;244;322
1584;356;382
1585;39;117
1586;125;205
1587;284;362
1588;356;398
1589;373;384
1590;382;397
1591;810;836
1592;858;884
1593;858;896
1594;875;886
1595;884;899
1596;901;926
1597;901;942
1598;399;424
1599;917;928
1600;399;440
1601;926;941
1602;415;426
1603;51;129
1604;943;965
1605;424;439
1606;943;981
1607;441;463
1608;441;480
1609;956;967
1610;137;217
1611;965;980
1612;982;1007
1613;302;380
1614;998;1009
1615;208;290
1616;1025;1051
1617;210;218
1618;1;18
1619;164;175
1620;256;271
1621;454;465
1622;46;132
1623;164;175
1624;273;355
1625;176;208
1626;196;207
1627;209;291
1628;211;219
1629;196;207
1630;257;272
1631;214;257
1632;276;301
1633;276;317
1634;292;303
1635;318;343
1636;318;359
1637;334;345
1638;343;358
1639;364;417
1640;494;534
1641;519;533
1642;535;558
1643;535;574
1644;549;560
1645;558;573
1646;575;600
1647;575;616
1648;591;602
1649;600;615
1650;617;641
1651;617;657
1652;632;643
1653;641;656
1654;658;682
1655;658;698
1656;673;684
1657;704;756
1658;768;793
1659;768;809
1660;784;795
1661;793;808
1662;810;835
1663;810;851
1664;826;837
1665;835;850
1666;852;875
1667;852;891
1668;866;877
1669;896;935
1670;955;980
1671;955;996
1672;971;982
1673;1001;1052
1674;1073;1098
1675;1073;1114
1676;1089;1100
1677;1098;1113
1678;1115;1140
1679;1115;1157
1680;1131;1142
1681;1158;1183
1682;1158;1199
1683;1174;1185
1684;1200;1225
1685;1200;1241
1686;1216;1227
1687;1225;1240
1688;1242;1266
1689;481;507
1690;1242;1282
1691;1257;1268
1692;43;129
1693;481;524
1694;498;509
1695;1266;1281
1696;525;551
1697;1283;1308
1698;35;149
1699;173;254
1700;1283;1324
1701;221;236
1702;150;257
1703;5;85
1704;368;463
1705;7;15
1706;464;569
1707;51;66
1708;577;663
1709;1299;1310
1710;402;430
1711;508;536
1712;1308;1323
1713;514;542
1714;1325;1350
1715;718;822
1716;1325;1362
1717;810;820
1718;1341;1352
1719;823;927
1720;520;548
1721;1350;1365
1722;915;925
1723;53;304
1724;1367;1393
1725;59;82
1726;1367;1407
1727;171;183
1728;1384;1395
1729;323;362
1730;928;1034
1731;1035;1139
1732;1127;1137
1733;1140;1245
1734;1393;1406
1735;1233;1243
1736;739;788
1737;301;361
1738;336;359
1739;372;379
1740;1408;1434
1741;1246;1357
1742;1408;1448
1743;1359;1456
1744;1425;1436
1745;1444;1454
1746;242;302
1747;1434;1447
1748;1457;1562
1749;1449;1474
1750;1550;1560
1751;277;300
1752;1449;1490
1753;313;320
1754;1563;1667
1755;1465;1476
1756;331;417
1757;1668;1765
1758;1474;1489
1759;566;645
1760;1753;1763
1761;1067;1139
1762;1491;1515
1763;1072;1131
1764;1287;1663
1765;1766;1879
1766;1491;1527
1767;1506;1517
1768;1665;1713
1769;1515;1530
1770;1880;1979
1771;1980;2081
1772;2069;2079
1773;2082;2182
1774;1670;1695
1775;2183;2283
1776;1532;1556
1777;1728;1809
1778;2271;2281
1779;14;67
1780;1532;1572
1781;2284;2390
1782;92;147
1783;1547;1558
1784;2378;2388
1785;249;300
1786;1577;1633
1787;210;491
1788;1650;1675
1789;264;292
1790;1650;1691
1791;371;400
1792;27;209
1793;185;205
1794;2391;2492
1795;2493;2596
1796;1666;1677
1797;1675;1690
1798;1692;1717
1799;249;269
1800;1692;1733
1801;262;277
1802;1708;1719
1803;2584;2594
1804;1738;1791
1805;332;445
1806;2597;2703
1807;447;538
1808;1808;1833
1809;2704;2809
1810;624;884
1811;1808;1849
1812;2797;2807
1813;1824;1835
1814;2810;2918
1815;1833;1848
1816;1850;1876
1817;1850;1891
1818;1867;1878
1819;1876;1890
1820;1892;1917
1821;2506;2517
1822;1892;1929
1823;2515;2530
1824;1908;1919
1825;1917;1932
1826;38;359
1827;1934;1957
1828;128;156
1829;2532;2556
1830;682;1037
1831;2532;2568
1832;39;394
1833;2547;2558
1834;28;350
1835;2556;2569
1836;51;92
1837;2571;2597
1838;51;340
1839;70;84
1840;2571;2613
1841;139;179
1842;2588;2599
1843;157;171
1844;180;221
1845;2597;2612
1846;222;263
1847;2614;2637
1848;273;298
1849;2614;2653
1850;285;299
1851;2628;2639
1852;308;340
1853;2637;2652
1854;9;75
1855;2648;2678
1856;3;68
1857;2654;2690
1858;256;269
1859;2669;2680
1860;2678;2693
1861;56;311
1862;124;140
1863;57;311
1864;2695;2719
1865;60;316
1866;127;143
1867;269;431
1868;6;202
1869;37;52
1870;74;81
1871;2695;2734
1872;1;17
1873;2710;2721
1874;30;221
1875;2719;2733
1876;61;76
1877;30;110
1878;97;104
1879;122;193
1880;1;58
1881;48;127
1882;60;152
1883;131;213
1884;1934;1969
1885;156;215
1886;24;105
1887;688;810
1888;120;189
1889;1948;1959
1890;840;1064
1891;67;171
1892;1957;1971
1893;982;1011
1894;106;116
1895;1973;1999
1896;903;910
1897;79;93
1898;418;493
1899;149;163
1900;1973;2015
1901;421;447
1902;1;260
1903;1990;2001
1904;524;758
1905;460;549
1906;1999;2014
1907;270;327
1908;561;822
1909;2016;2041
1910;368;422
1911;2016;2055
1912;429;483
1913;485;550
1914;592;767
1915;783;947
1916;567;590
1917;2032;2043
1918;1249;1436
1919;679;691
1920;171;189
1921;2041;2054
1922;543;565
1923;2056;2081
1924;592;854
1925;781;791
1926;157;175
1927;623;864
1928;527;549
1929;807;819
1930;576;842
1931;2056;2097
1932;232;488
1933;765;775
1934;432;444
1935;2072;2083
1936;158;176
1937;222;245
1938;2081;2096
1939;530;552
1940;148;171
1941;2102;2155
1942;579;841
1943;25;119
1944;2171;2196
1945;768;778
1946;158;246
1947;162;180
1948;255;357
1949;2171;2212
1950;534;556
1951;583;857
1952;777;787
1953;122;246
1954;478;767
1955;250;326
1956;2187;2198
1957;484;514
1958;401;480
1959;619;631
1960;2196;2211
1961;119;403
1962;39;110
1963;2213;2237
1964;125;149
1965;151;244
1966;2213;2252
1967;240;252
1968;253;355
1969;472;761
1970;3;83
1971;2228;2239
1972;478;508
1973;85;208
1974;613;625
1975;1;88
1976;258;281
1977;90;207
1978;39;125
1979;92;154
1980;154;247
1981;1208;1224
1982;256;358
1983;11;42
1984;481;770
1985;153;168
1986;487;517
1987;247;262
1988;622;634
1989;103;197
1990;152;240
1991;352;446
1992;249;349
1993;2237;2251
1994;457;551
1995;467;755
1996;562;656
1997;473;503
1998;2253;2277
1999;724;818
2000;608;620
2001;859;953
2002;364;373
2003;521;648
2004;2;109
2005;625;648
2006;83;101
2007;379;404
2008;53;66
2009;437;451
2010;53;147
2011;36;109
2012;97;103
2013;37;110
2014;236;249
